screen_rank,candidate_id,arxiv_id,title,authors,published,primary_category,route_ids,route_families,route_ranks,C0_candidate,C1_metadata,C2_abstract,domain_hits,method_hits,mechanism_hits,evaluation_hits,screen_score,decision,screen_reason,canonical_url,pdf_url,raw_files
289,arxiv:1304.1319,1304.1319,Backward Stochastic Differential Equations Associated with the Vorticity Equations,Ana Bela Cruzeiro; Zhongmin M. Qian,2013-04-04T11:08:13Z,math.PR,Q13,author,Q13:15,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1304.1319,https://arxiv.org/pdf/1304.1319v1,raw/arxiv/Q13.xml
290,arxiv:1309.2770,1309.2770,Viscous fingering at ultralow interfacial tension,Siti Aminah Setu; Ioannis Zacharoudiou; Gareth J. Davies; Denis Bartolo; Sebastien Moulinet; Ard A. Louis; Julia M. Yeomans; Dirk G. A. L. Aarts,2013-09-11T09:32:14Z,cond-mat.soft,Q14,author,Q14:13,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1309.2770,https://arxiv.org/pdf/1309.2770v1,raw/arxiv/Q14.xml
291,arxiv:1606.04172,1606.04172,A Threshold-free Prospective Prediction Accuracy Measure for Censored Time to Event Data,Yan Yuan; Qian M. Zhou; Bingying Li; Hengrui Cai; Eric J. Chow; Gregory T. Armstrong,2016-06-13T23:32:06Z,stat.ME,Q13,author,Q13:14,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1606.04172,https://arxiv.org/pdf/1606.04172v2,raw/arxiv/Q13.xml
292,arxiv:1705.10387,1705.10387,Tiny Groups Tackle Byzantine Adversaries,Mercy O. Jaiyeola; Kyle Patron; Jared Saia; Maxwell Young; Qian M. Zhou,2017-05-29T20:31:54Z,cs.DS,Q13,author,Q13:13,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1705.10387,https://arxiv.org/pdf/1705.10387v5,raw/arxiv/Q13.xml
293,arxiv:1812.09855,1812.09855,Data-taking strategy for the precise measurement of the $W$ boson mass with a threshold scan at circular electron positron colliders,P. X. Shen; P. Azzurri; C. X. Yu; M. Boonekamp; C. M. Kuo; P. Z. Lai; B. Li; G. Li; H. N. Li; Z. J. Liang; B. Liu; J. M. Qian; L. S. Shi,2018-12-24T07:46:27Z,hep-ex,Q13,author,Q13:12,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1812.09855,https://arxiv.org/pdf/1812.09855v6,raw/arxiv/Q13.xml
294,arxiv:1908.10388,1908.10388,Singletons for Simpletons: Revisiting Windowed Backoff using Chernoff Bounds,Qian M. Zhou; Alice Calvert; Maxwell Young,2019-08-27T18:17:24Z,cs.DC,Q13,author,Q13:11,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1908.10388,https://arxiv.org/pdf/1908.10388v3,raw/arxiv/Q13.xml
295,arxiv:2008.04485,2008.04485,Grain refinement of stainless steel in ultrasound-assisted additive manufacturing,C. J. Todaro; M. A. Easton; D. Qiu; M. Brandt; D. H. StJohn; M. Qian,2020-08-11T02:36:36Z,physics.app-ph,Q13,author,Q13:10,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2008.04485,https://arxiv.org/pdf/2008.04485v3,raw/arxiv/Q13.xml
296,arxiv:2010.09822,2010.09822,"Is the new model better? One metric says yes, but the other says no. Which metric do I use?",Qian M. Zhou; Zhe Lu; Russell J. Brooke; Melissa M Hudson; Yan Yuan,2020-10-19T20:00:45Z,stat.ME,Q13,author,Q13:9,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2010.09822,https://arxiv.org/pdf/2010.09822v2,raw/arxiv/Q13.xml
297,arxiv:2109.09782,2109.09782,Information matrix equivalence in the presence of censoring: A goodness-of-fit test for semiparametric copula models with multivariate survival data,Qian M. Zhou,2021-09-20T18:20:35Z,stat.ME,Q13,author,Q13:7,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2109.09782,https://arxiv.org/pdf/2109.09782v2,raw/arxiv/Q13.xml
298,arxiv:2110.08424,2110.08424,Deep learning-based detection of intravenous contrast in computed tomography scans,Zezhong Ye; Jack M. Qian; Ahmed Hosny; Roman Zeleznik; Deborah Plana; Jirapat Likitlersuang; Zhongyi Zhang; Raymond H. Mak; Hugo J. W. L. Aerts; Benjamin H. Kann,2021-10-16T00:46:45Z,eess.IV,Q13,author,Q13:6,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2110.08424,https://arxiv.org/pdf/2110.08424v2,raw/arxiv/Q13.xml
299,arxiv:2110.13184,2110.13184,Common-red-signal analysis with 24-yr high-precision timing of the European Pulsar Timing Array: Inferences in the stochastic gravitational-wave background search,S. Chen; R. N. Caballero; Y. J. Guo; A. Chalumeau; K. Liu; G. Shaifullah; K. J. Lee; S. Babak; G. Desvignes; A. Parthasarathy; H. Hu; E. van der Wateren; J. Antoniadis; A. -S. Bak Nielsen; C. G. Bassa; A. Berthereau; M. Burgay; D. J. Champion; I. Cognard; M. Falxa; R. D. Ferdman; P. C. C. Freire; J. R. Gair; E. Graikou; L. Guillemot; J. Jang; G. H. Janssen; R. Karuppusamy; M. J. Keith; M. Kramer; X. J. Liu; A. G. Lyne; R. A. Main; J. W. McKee; M. B. Mickaliger; B. B. P. Perera; D. Perrodin; A. Petiteau; N. K. Porayko; A. Possenti; A. Samajdar; S. A. Sanidas; A. Sesana; L. Speri; B. W. Stappers; G. Theureau; C. Tiburzi; A. Vecchio; J. P. W. Verbiest; J. Wang; L. Wang; H. Xu,2021-10-25T18:06:21Z,astro-ph.HE,Q15,author,Q15:10,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2110.13184,https://arxiv.org/pdf/2110.13184v1,raw/arxiv/Q15.xml
300,arxiv:2111.05186,2111.05186,Noise analysis in the European Pulsar Timing Array data release 2 and its implications on the gravitational-wave background search,A. Chalumeau; S. Babak; A. Petiteau; S. Chen; A. Samajdar; R. N. Caballero; G. Theureau; L. Guillemot; G. Desvignes; A. Parthasarathy; K. Liu; G. Shaifullah; H. Hu; E. van der Wateren; J. Antoniadis; A. -S. Bak Nielsen; C. G. Bassa; A. Berthereau; M. Burgay; D. J. Champion; I. Cognard; M. Falxa; R. D. Ferdman; P. C. C. Freire; J. R. Gair; E. Graikou; Y. J. Guo; J. Jang; G. H. Janssen; R. Karuppusamy; M. J. Keith; M. Kramer; K. J. Lee; X. J. Liu; A. G. Lyne; R. A. Main; J. W. McKee; M. B. Mickaliger; B. B. P. Perera; D. Perrodin; N. K. Porayko; A. Possenti; S. A. Sanidas; A. Sesana; L. Speri; B. W. Stappers; C. Tiburzi; A. Vecchio; J. P. W. Verbiest; J. Wang; L. Wang; H. Xu,2021-11-09T14:55:37Z,astro-ph.HE,Q15,author,Q15:9,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2111.05186,https://arxiv.org/pdf/2111.05186v1,raw/arxiv/Q15.xml
301,arxiv:2201.03980,2201.03980,The International Pulsar Timing Array second data release: Search for an isotropic Gravitational Wave Background,J. Antoniadis; Z. Arzoumanian; S. Babak; M. Bailes; A. -S. Bak Nielsen; P. T. Baker; C. G. Bassa; B. Becsy; A. Berthereau; M. Bonetti; A. Brazier; P. R. Brook; M. Burgay; S. Burke-Spolaor; R. N. Caballero; J. A. Casey-Clyde; A. Chalumeau; D. J. Champion; M. Charisi; S. Chatterjee; S. Chen; I. Cognard; J. M. Cordes; N. J. Cornish; F. Crawford; H. T. Cromartie; K. Crowter; S. Dai; M. E. DeCesar; P. B. Demorest; G. Desvignes; T. Dolch; B. Drachler; M. Falxa; E. C. Ferrara; W. Fiore; E. Fonseca; J. R. Gair; N. Garver-Daniels; B. Goncharov; D. C. Good; E. Graikou; L. Guillemot; Y. J. Guo; J. S. Hazboun; G. Hobbs; H. Hu; K. Islo; G. H. Janssen; R. J. Jennings; A. D. Johnson; M. L. Jones; A. R. Kaiser; D. L. Kaplan; R. Karuppusamy; M. J. Keith; L. Z. Kelley; M. Kerr; J. S. Key; M. Kramer; M. T. Lam; W. G. Lamb; T. J. W. Lazio; K. J. Lee; L. Lentati; K. Liu; J. Luo; R. S. Lynch; A. G. Lyne; D. R. Madison; R. A. Main; R. N. Manchester; A. McEwen; J. W. McKee; M. A. McLaughlin; M. B. Mickaliger; C. M. F. Mingarelli; C. Ng; D. J. Nice; S. Os lowski; A. Parthasarathy; T. T. Pennucci; B. B. P. Perera; D. Perrodin; A. Petiteau; N. S. Pol; N. K. Porayko; A. Possenti; S. M. Ransom; P. S. Ray; D. J. Reardon; C. J. Russell; A. Samajdar; L. M. Sampson; S. Sanidas; J. M. Sarkissian; K. Schmitz; L. Schult; A. Sesana; G. Shaifullah; R. M. Shannon; B. J. Shapiro-Albert; X. Siemens; J. Simon; T. L. Smith; L. Speri; R. Spiewak; I. H. Stairs; B. W. Stappers; D. R. Stinebring; J. K. Swiggum; S. R. Taylor; G. Theureau; C. Tiburzi; M. Vallisneri; E. van der Wateren; A. Vecchio; J. P. W. Verbiest; S. J. Vigeland; H. Wahl; J. B. Wang; J. Wang; L. Wang; C. A. Witt; S. Zhang; X. J. Zhu,2022-01-11T14:50:51Z,astro-ph.HE,Q15,author,Q15:8,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2201.03980,https://arxiv.org/pdf/2201.03980v1,raw/arxiv/Q15.xml
302,arxiv:2204.07648,2204.07648,Design of an arrangement of cubic magnets for a quasi-axisymmetric stellarator experiment,K. C. Hammond; C. Zhu; K. Corrigan; D. A. Gates; R. Lown; R. Mercurio; T. M. Qian; M. C. Zarnstorff,2022-04-15T20:55:33Z,physics.plasm-ph,Q13,author,Q13:5,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2204.07648,https://arxiv.org/pdf/2204.07648v2,raw/arxiv/Q13.xml
303,arxiv:2306.12234,2306.12234,Practical approaches to analyzing PTA data: Cosmic strings with six pulsars,Hippolyte Quelquejay Leclere; Pierre Auclair; Stanislav Babak; Aurélien Chalumeau; Danièle A. Steer; J. Antoniadis; A. -S. Bak Nielsen; C. G. Bassa; A. Berthereau; M. Bonetti; E. Bortolas; P. R. Brook; M. Burgay; R. N. Caballero; D. J. Champion; S. Chanlaridis; S. Chen; I. Cognard; G. Desvignes; M. Falxa; R. D. Ferdman; A. Franchini; J. R. Gair; B. Goncharov; E. Graikou; J. -M. Grießmeier; L. Guillemot; Y. J. Guo; H. Hu; F. Iraci; D. Izquierdo-Villalba; J. Jang; J. Jawor; G. H. Janssen; A. Jessner; R. Karuppusamy; E. F. Keane; M. J. Keith; M. Kramer; M. A. Krishnakumar; K. Lackeos; K. J. Lee; K. Liu; Y. Liu; A. G. Lyne; J. W. McKee; R. A. Main; M. B. Mickaliger; I. C. Niţu; A. Parthasarathy; B. B. P. Perera; D. Perrodin; A. Petiteau; N. K. Porayko; A. Possenti; A. Samajdar; S. A. Sanidas; A. Sesana; G. Shaifullah; L. Speri; R. Spiewak; B. W. Stappers; S. C. Susarla; G. Theureau; C. Tiburzi; E. van der Wateren; A. Vecchio; V. Venkatraman Krishnan; J. P. W. Verbiest; J. Wang; L. Wang; Z. Wu,2023-06-21T12:53:02Z,gr-qc,Q15,author,Q15:6,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2306.12234,https://arxiv.org/pdf/2306.12234v3,raw/arxiv/Q15.xml
304,arxiv:2306.16214,2306.16214,The second data release from the European Pulsar Timing Array III. Search for gravitational wave signals,J. Antoniadis; P. Arumugam; S. Arumugam; S. Babak; M. Bagchi; A. -S. Bak Nielsen; C. G. Bassa; A. Bathula; A. Berthereau; M. Bonetti; E. Bortolas; P. R. Brook; M. Burgay; R. N. Caballero; A. Chalumeau; D. J. Champion; S. Chanlaridis; S. Chen; I. Cognard; S. Dandapat; D. Deb; S. Desai; G. Desvignes; N. Dhanda-Batra; C. Dwivedi; M. Falxa; R. D. Ferdman; A. Franchini; J. R. Gair; B. Goncharov; A. Gopakumar; E. Graikou; J. -M. Grießmeier; L. Guillemot; Y. J. Guo; Y. Gupta; S. Hisano; H. Hu; F. Iraci; D. Izquierdo-Villalba; J. Jang; J. Jawor; G. H. Janssen; A. Jessner; B. C. Joshi; F. Kareem; R. Karuppusamy; E. F. Keane; M. J. Keith; D. Kharbanda; T. Kikunaga; N. Kolhe; M. Kramer; M. A. Krishnakumar; K. Lackeos; K. J. Lee; K. Liu; Y. Liu; A. G. Lyne; J. W. McKee; Y. Maan; R. A. Main; M. B. Mickaliger; I. C. Nitu; K. Nobleson; A. K. Paladi; A. Parthasarathy; B. B. P. Perera; D. Perrodin; A. Petiteau; N. K. Porayko; A. Possenti; T. Prabu; H. Quelquejay Leclere; P. Rana; A. Samajdar; S. A. Sanidas; A. Sesana; G. Shaifullah; J. Singha; L. Speri; R. Spiewak; A. Srivastava; B. W. Stappers; M. Surnis; S. C. Susarla; A. Susobhanan; K. Takahashi; P. Tarafdar; G. Theureau; C. Tiburzi; E. van der Wateren; A. Vecchio; V. Venkatraman Krishnan; J. P. W. Verbiest; J. Wang; L. Wang; Z. Wu,2023-06-28T13:51:02Z,astro-ph.HE,Q15,author,Q15:5,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2306.16214,https://arxiv.org/pdf/2306.16214v1,raw/arxiv/Q15.xml
305,arxiv:2309.00693,2309.00693,Comparing recent PTA results on the nanohertz stochastic gravitational wave background,The International Pulsar Timing Array Collaboration; G. Agazie; J. Antoniadis; A. Anumarlapudi; A. M. Archibald; P. Arumugam; S. Arumugam; Z. Arzoumanian; J. Askew; S. Babak; M. Bagchi; M. Bailes; A. -S. Bak Nielsen; P. T. Baker; C. G. Bassa; A. Bathula; B. Bécsy; A. Berthereau; N. D. R. Bhat; L. Blecha; M. Bonetti; E. Bortolas; A. Brazier; P. R. Brook; M. Burgay; S. Burke-Spolaor; R. Burnette; R. N. Caballero; A. Cameron; R. Case; A. Chalumeau; D. J. Champion; S. Chanlaridis; M. Charisi; S. Chatterjee; K. Chatziioannou; B. D. Cheeseboro; S. Chen; Z. -C. Chen; I. Cognard; T. Cohen; W. A. Coles; J. M. Cordes; N. J. Cornish; F. Crawford; H. T. Cromartie; K. Crowter; M. Curyło; C. J. Cutler; S. Dai; S. Dandapat; D. Deb; M. E. DeCesar; D. DeGan; P. B. Demorest; H. Deng; S. Desai; G. Desvignes; L. Dey; N. Dhanda-Batra; V. Di Marco; T. Dolch; B. Drachler; C. Dwivedi; J. A. Ellis; M. Falxa; Y. Feng; R. D. Ferdman; E. C. Ferrara; W. Fiore; E. Fonseca; A. Franchini; G. E. Freedman; J. R. Gair; N. Garver-Daniels; P. A. Gentile; K. A. Gersbach; J. Glaser; D. C. Good; B. Goncharov; A. Gopakumar; E. Graikou; J. -M. Grießmeier; L. Guillemot; K. Gültekin; Y. J. Guo; Y. Gupta; K. Grunthal; J. S. Hazboun; S. Hisano; G. B. Hobbs; S. Hourihane; H. Hu; F. Iraci; K. Islo; D. Izquierdo-Villalba; J. Jang; J. Jawor; G. H. Janssen; R. J. Jennings; A. Jessner; A. D. Johnson; M. L. Jones; B. C. Joshi; A. R. Kaiser; D. L. Kaplan; A. Kapur; F. Kareem; R. Karuppusamy; E. F. Keane; M. J. Keith; L. Z. Kelley; M. Kerr; J. S. Key; D. Kharbanda; T. Kikunaga; T. C. Klein; N. Kolhe; M. Kramer; M. A. Krishnakumar; A. Kulkarni; N. Laal; K. Lackeos; M. T. Lam; W. G. Lamb; B. B. Larsen; T. J. W. Lazio; K. J. Lee; Y. Levin; N. Lewandowska; T. B. Littenberg; K. Liu; T. Liu; Y. Liu; A. Lommen; D. R. Lorimer; M. E. Lower; J. Luo; R. Luo; R. S. Lynch; A. G. Lyne; C. -P. Ma; Y. Maan; D. R. Madison; R. A. Main; R. N. Manchester; R. Mandow; M. A. Mattson; A. McEwen; J. W. McKee; M. A. McLaughlin; N. McMann; B. W. Meyers; P. M. Meyers; M. B. Mickaliger; M. Miles; C. M. F. Mingarelli; A. Mitridate; P. Natarajan; R. S. Nathan; C. Ng; D. J. Nice; I. C. Niţu; K. Nobleson; S. K. Ocker; K. D. Olum; S. Osłowski; A. K. Paladi; A. Parthasarathy; T. T. Pennucci; B. B. P. Perera; D. Perrodin; A. Petiteau; P. Petrov; N. S. Pol; N. K. Porayko; A. Possenti; T. Prabu; H. Quelquejay Leclere; H. A. Radovan; P. Rana; S. M. Ransom; P. S. Ray; D. J. Reardon; A. F. Rogers; J. D. Romano; C. J. Russell; A. Samajdar; S. A. Sanidas; S. C. Sardesai; A. Schmiedekamp; C. Schmiedekamp; K. Schmitz; L. Schult; A. Sesana; G. Shaifullah; R. M. Shannon; B. J. Shapiro-Albert; X. Siemens; J. Simon; J. Singha; M. S. Siwek; L. Speri; R. Spiewak; A. Srivastava; I. H. Stairs; B. W. Stappers; D. R. Stinebring; K. Stovall; J. P. Sun; M. Surnis; S. C. Susarla; A. Susobhanan; J. K. Swiggum; K. Takahashi; P. Tarafdar; J. Taylor; S. R. Taylor; G. Theureau; E. Thrane; N. Thyagarajan; C. Tiburzi; L. Toomey; J. E. Turner; C. Unal; M. Vallisneri; E. van der Wateren; R. van Haasteren; A. Vecchio; V. Venkatraman Krishnan; J. P. W. Verbiest; S. J. Vigeland; H. M. Wahl; S. Wang; Q. Wang; C. A. Witt; J. Wang; L. Wang; K. E. Wayt; Z. Wu; O. Young; L. Zhang; S. Zhang; X. -J. Zhu; A. Zic,2023-09-01T18:27:16Z,astro-ph.HE,Q15,author,Q15:4,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2309.00693,https://arxiv.org/pdf/2309.00693v1,raw/arxiv/Q15.xml
306,arxiv:2412.04656,2412.04656,Drift-cyclotron loss-cone instability in 3D simulations of a sloshing-ion simple mirror,Aaron Tran; Samuel J. Frank; Ari Y. Le; Adam J. Stanier; Blake A. Wetherton; Jan Egedal; Douglass A. Endrizzi; Robert W. Harvey; Yuri V. Petrov; Tony M. Qian; Kunal Sanwalka; Jesse Viola; Cary B. Forest; Ellen G. Zweibel,2024-12-05T22:59:41Z,physics.plasm-ph,Q13,author,Q13:3,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2412.04656,https://arxiv.org/pdf/2412.04656v2,raw/arxiv/Q13.xml
307,arxiv:2510.04639,2510.04639,Combining the second data release of the European Pulsar Timing Array with low-frequency pulsar data,F. Iraci; A. Chalumeau; C. Tiburzi; J. P. W. Verbiest; A. Possenti; S. C. Susarla; M. A. Krishnakumar; G. M. Shaifullah; J. Antoniadis; M. Bagchi; C. Bassa; R. N. Caballero; B. Cecconi; S. Chen; S. Chowdhury; B. Ciardi; I. Cognard; S. Corbel; S. Desai; D. Deb; J. Girard; A. Golden; J-M. Grießmeier; L. Guillemot; M. Hoeft; H. Hu; F. Jankowski; G. Janssen; B. C. Joshi; S. Kala; E. Keane; K. Nobelson; A. Konovalenko; I. Kravtsov; M. Kramer; K. Liu; A. Parthasarathy; P. Rana; D. Schwarz; J. Singha; A. Srivastava; K. Takahashi; P. Tarafdar; G. Theureau; O. Ulyanov; C. Vocks; J. Wang; V. Zakharenko; P. Zarka,2025-10-06T09:42:18Z,astro-ph.HE,Q15,author,Q15:1,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2510.04639,https://arxiv.org/pdf/2510.04639v2,raw/arxiv/Q15.xml
308,arxiv:2510.19550,2510.19550,Quantum computation of molecular geometry via many-body nuclear spin echoes,C. Zhang; R. G. Cortiñas; A. H. Karamlou; N. Noll; J. Provazza; J. Bausch; S. Shirobokov; A. White; M. Claassen; S. H. Kang; A. W. Senior; N. Tomašev; J. Gross; K. Lee; T. Schuster; W. J. Huggins; H. Celik; A. Greene; B. Kozlovskii; F. J. H. Heras; A. Bengtsson; A. Grajales Dau; I. Drozdov; B. Ying; W. Livingstone; V. Sivak; N. Yosri; C. Quintana; D. Abanin; A. Abbas; R. Acharya; L. Aghababaie Beni; G. Aigeldinger; R. Alcaraz; S. Alcaraz; T. I. Andersen; M. Ansmann; F. Arute; K. Arya; W. Askew; N. Astrakhantsev; J. Atalaya; B. Ballard; J. C. Bardin; H. Bates; M. Bigdeli Karimi; A. Bilmes; S. Bilodeau; F. Borjans; A. Bourassa; J. Bovaird; D. Bowers; L. Brill; P. Brooks; M. Broughton; D. A. Browne; B. Buchea; B. B. Buckley; T. Burger; B. Burkett; J. Busnaina; N. Bushnell; A. Cabrera; J. Campero; H. -S. Chang; S. Chen; Z. Chen; B. Chiaro; L. -Y. Chih; A. Y. Cleland; B. Cochrane; M. Cockrell; J. Cogan; R. Collins; P. Conner; H. Cook; W. Courtney; A. L. Crook; B. Curtin; S. Das; M. Damyanov; D. M. Debroy; L. De Lorenzo; S. Demura; L. B. De Rose; A. Di Paolo; P. Donohoe; A. Dunsworth; V. Ehimhen; A. Eickbusch; A. M. Elbag; L. Ella; M. Elzouka; D. Enriquez; C. Erickson; V. S. Ferreira; M. Flores; L. Flores Burgos; E. Forati; J. Ford; A. G. Fowler; B. Foxen; M. Fukami; A. W. L. Fung; L. Fuste; S. Ganjam; G. Garcia; C. Garrick; R. Gasca; H. Gehring; R. Geiger; É. Genois; W. Giang; C. Gidney; D. Gilboa; J. E. Goeders; E. C. Gonzales; R. Gosula; S. J. de Graaf; D. Graumann; J. Grebel; J. Guerrero; J. D. Guimarães; T. Ha; S. Habegger; T. Hadick; A. Hadjikhani; M. P. Harrigan; S. D. Harrington; J. Hartshorn; S. Heslin; P. Heu; O. Higgott; R. Hiltermann; J. Hilton; H. -Y. Huang; M. Hucka; C. Hudspeth; A. Huff; E. Jeffrey; S. Jevons; Z. Jiang; X. Jin; C. Joshi; P. Juhas; A. Kabel; H. Kang; K. Kang; R. Kaufman; K. Kechedzhi; T. Khattar; M. Khezri; S. Kim; R. King; O. Kiss; P. V. Klimov; C. M. Knaut; B. Kobrin; F. Kostritsa; J. M. Kreikebaum; R. Kudo; B. Kueffler; A. Kumar; V. D. Kurilovich; V. Kutsko; N. Lacroix; D. Landhuis; T. Lange-Dei; B. W. Langley; P. Laptev; K. -M. Lau; L. Le Guevel; J. Ledford; J. Lee; B. J. Lester; W. Leung; L. Li; W. Y. Li; M. Li; A. T. Lill; M. T. Lloyd; A. Locharla; D. Lundahl; A. Lunt; S. Madhuk; A. Maiti; A. Maloney; S. Mandra; L. S. Martin; O. Martin; E. Mascot; P. Masih Das; D. Maslov; M. Mathews; C. Maxfield; J. R. McClean; M. McEwen; S. Meeks; K. C. Miao; R. Molavi; S. Molina; S. Montazeri; C. Neill; M. Newman; A. Nguyen; M. Nguyen; C. -H. Ni; M. Y. Niu; L. Oas; R. Orosco; K. Ottosson; A. Pagano; S. Peek; D. Peterson; A. Pizzuto; E. Portoles; R. Potter; O. Pritchard; M. Qian; A. Ranadive; M. J. Reagor; R. Resnick; D. M. Rhodes; D. Riley; G. Roberts; R. Rodriguez; E. Ropes; E. Rosenberg; E. Rosenfeld; D. Rosenstock; E. Rossi; D. A. Rower; M. S. Rudolph; R. Salazar; K. Sankaragomathi; M. C. Sarihan; K. J. Satzinger; M. Schaefer; S. Schroeder; H. F. Schurkus; A. Shahingohar; M. J. Shearn; A. Shorter; N. Shutty; V. Shvarts; S. Small; W. C. Smith; D. A. Sobel; R. D. Somma; B. Spells; S. Springer; G. Sterling; J. Suchard; A. Szasz; A. Sztein; M. Taylor; J. P. Thiruraman; D. Thor; D. Timucin; E. Tomita; A. Torres; M. M. Torunbalci; H. Tran; A. Vaishnav; J. Vargas; S. Vdovichev; G. Vidal; C. Vollgraff Heidweiller; M. Voorhees; S. Waltman; J. Waltz; S. X. Wang; B. Ware; J. D. Watson; Y. Wei; T. Weidel; T. White; K. Wong; B. W. K. Woo; C. J. Wood; M. Woodson; C. Xing; Z. J. Yao; P. Yeh; J. Yoo; E. Young; G. Young; A. Zalcman; R. Zhang; Y. Zhang; N. Zhu; N. Zobrist; Z. Zou; G. Bortoli; S. Boixo; J. Chen; Y. Chen; M. Devoret; M. Hansen; C. Jones; J. Kelly; P. Kohli; A. Korotkov; E. Lucero; J. Manyika; Y. Matias; A. Megrant; H. Neven; W. D. Oliver; G. Ramachandran; R. Babbush; V. Smelyanskiy; P. Roushan; D. Kafri; R. Sarpong; D. W. Berry; C. Ramanathan; X. Mi; C. Bengs; A. Ajoy; Z. K. Minev; N. C. Rubin; T. E. O'Brien,2025-10-22T13:03:06Z,quant-ph,Q13,author,Q13:1,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2510.19550,https://arxiv.org/pdf/2510.19550v1,raw/arxiv/Q13.xml
