dijkstra_rank,candidate_id,title,decision,screen_score,route_occurrences,dijkstra_distance,priority_score,reachable,path_nodes,path_relations,path_edge_weights
513,arxiv:2503.11482,NeuMC -- a package for neural sampling for lattice field theories,monitor,8,1,2.18755,0.567303,yes,paper:arxiv:2606.13790 -> query:Q28 -> paper:arxiv:2503.11482,root_to_query -> query_hit,0.65 + 1.53755
514,doi:10.1093/plankt/24.10.1097,"A portable, low-cost, multipurpose, surface-subsurface plankton sampler",exclude,-7,1,2.19598,0.485949,yes,paper:arxiv:2606.13790 -> query:Q34 -> paper:doi:10.1093/plankt/24.10.1097,root_to_query -> query_hit,0.8 + 1.39598
515,doi:10.1186/gb-2009-10-6-r64,A novel and universal method for microRNA RT-qPCR data normalization,exclude,-7,1,2.197809,0.485656,yes,paper:arxiv:2606.13790 -> query:Q18 -> paper:doi:10.1186/gb-2009-10-6-r64,root_to_query -> query_hit,0.65 + 1.547809
516,doi:10.1073/pnas.2024192118,Critical slowing down suggests that the western Greenland Ice Sheet is close to a tipping point,exclude,-13,1,2.197809,0.485656,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.1073/pnas.2024192118,root_to_query -> query_hit,0.65 + 1.547809
517,doi:10.1016/j.nurt.2007.05.011,Diffusion Tensor Imaging of the Brain,exclude,-7,1,2.197809,0.485656,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:doi:10.1016/j.nurt.2007.05.011,root_to_query -> query_hit,0.65 + 1.547809
518,doi:10.1016/j.physrep.2006.09.003,Dynamics of Loschmidt echoes and fidelity decay,exclude,-14,1,2.197809,0.485656,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.1016/j.physrep.2006.09.003,root_to_query -> query_hit,0.65 + 1.547809
519,doi:10.1146/annurev-physiol-021113-170305,"Exocytosis and Endocytosis: Modes, Functions, and Coupling Mechanisms",exclude,-14,1,2.197809,0.485656,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:doi:10.1146/annurev-physiol-021113-170305,root_to_query -> query_hit,0.65 + 1.547809
520,doi:10.1016/j.jcp.2020.109951,NSFnets (Navier-Stokes flow nets): Physics-informed neural networks for the incompressible Navier-Stokes equations,exclude,-7,1,2.197809,0.485656,yes,paper:arxiv:2606.13790 -> query:Q21 -> paper:doi:10.1016/j.jcp.2020.109951,root_to_query -> query_hit,0.65 + 1.547809
521,doi:10.1523/jneurosci.5297-05.2006,Neocortical Network Activity<i>In Vivo</i>Is Generated through a Dynamic Balance of Excitation and Inhibition,exclude,-7,1,2.197809,0.485656,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.1523/jneurosci.5297-05.2006,root_to_query -> query_hit,0.65 + 1.547809
522,doi:10.1145/3018661.3018689,Recurrent Recommender Networks,exclude,-14,1,2.197809,0.485656,yes,paper:arxiv:2606.13790 -> query:Q20 -> paper:doi:10.1145/3018661.3018689,root_to_query -> query_hit,0.65 + 1.547809
523,doi:10.1038/ncomms14009,Topological frustration of artificial spin ice,exclude,-6,1,2.197809,0.485656,yes,paper:arxiv:2606.13790 -> query:Q12 -> paper:doi:10.1038/ncomms14009,root_to_query -> query_hit,0.65 + 1.547809
524,doi:10.1109/mci.2022.3155327,Hands-On Bayesian Neural Networks—A Tutorial for Deep Learning Users,exclude,-11,1,2.20598,0.484349,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:doi:10.1109/mci.2022.3155327,root_to_query -> query_hit,0.85 + 1.35598
525,doi:10.1214/088342307000000014,A General Framework for the Parametrization of Hierarchical Models,exclude,-5,1,2.207776,0.484062,yes,paper:arxiv:2606.13790 -> query:Q36 -> paper:doi:10.1214/088342307000000014,root_to_query -> query_hit,0.7 + 1.507776
526,doi:10.1111/j.1365-2664.2009.01737.x,Distance software: design and analysis of distance sampling surveys for estimating population size,exclude,-6,1,2.216417,0.482684,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.1111/j.1365-2664.2009.01737.x,root_to_query -> query_hit,0.65 + 1.566417
527,doi:10.1136/bmjopen-2017-020683,Framework to construct and interpret latent class trajectory modelling,exclude,-14,1,2.216417,0.482684,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.1136/bmjopen-2017-020683,root_to_query -> query_hit,0.65 + 1.566417
528,doi:10.1109/cvpr.2017.632,Image-to-Image Translation with Conditional Adversarial Networks,exclude,-14,1,2.216417,0.482684,yes,paper:arxiv:2606.13790 -> query:Q20 -> paper:doi:10.1109/cvpr.2017.632,root_to_query -> query_hit,0.65 + 1.566417
529,doi:10.1002/cyto.a.22271,Normalization of mass cytometry data with bead standards,exclude,-7,1,2.216417,0.482684,yes,paper:arxiv:2606.13790 -> query:Q18 -> paper:doi:10.1002/cyto.a.22271,root_to_query -> query_hit,0.65 + 1.566417
530,doi:10.1038/s41563-020-00807-1,Observation of fluctuation-mediated picosecond nucleation of a topological phase,exclude,-13,1,2.216417,0.482684,yes,paper:arxiv:2606.13790 -> query:Q12 -> paper:doi:10.1038/s41563-020-00807-1,root_to_query -> query_hit,0.65 + 1.566417
531,arxiv:2202.00512,Progressive Distillation for Fast Sampling of Diffusion Models,exclude,-4,1,2.216417,0.482684,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:arxiv:2202.00512,root_to_query -> query_hit,0.65 + 1.566417
532,doi:10.1051/0004-6361:20021053,Relativistic simulations of rotational core collapse II. Collapse dynamics and gravitational radiation,exclude,-14,1,2.216417,0.482684,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:doi:10.1051/0004-6361:20021053,root_to_query -> query_hit,0.65 + 1.566417
533,doi:10.2307/2298010,Speculative Dynamics,exclude,-14,1,2.216417,0.482684,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.2307/2298010,root_to_query -> query_hit,0.65 + 1.566417
534,doi:10.3354/cr00936,The Normalized Difference Vegetation Index (NDVI): unforeseen successes in animal ecology,exclude,-14,1,2.216417,0.482684,yes,paper:arxiv:2606.13790 -> query:Q19 -> paper:doi:10.3354/cr00936,root_to_query -> query_hit,0.65 + 1.566417
535,doi:10.22323/1.032.0032,Trajectory length and autocorrelation times:  Nf=2 simulations in the Schrodinger functional,exclude,-13,1,2.225623,0.48122,yes,paper:arxiv:2606.13790 -> query:Q34 -> paper:doi:10.22323/1.032.0032,root_to_query -> query_hit,0.8 + 1.425623
536,doi:10.1239/aap/1401369701,Convergence of Conditional Metropolis-Hastings Samplers,monitor,7,1,2.228293,0.550797,yes,paper:arxiv:2606.13790 -> query:Q36 -> paper:doi:10.1239/aap/1401369701,root_to_query -> query_hit,0.7 + 1.528293
537,doi:10.1016/j.trd.2017.04.035,A stochastic flow-capturing model to optimize the location of fast-charging stations with uncertain electric vehicle flows,exclude,-6,1,2.234198,0.479861,yes,paper:arxiv:2606.13790 -> query:Q21 -> paper:doi:10.1016/j.trd.2017.04.035,root_to_query -> query_hit,0.65 + 1.584198
538,doi:10.1029/2010wr009945,"Comparison of multiple linear and nonlinear regression, autoregressive integrated moving average, artificial neural network, and wavelet artificial neural network methods for urban water demand forecasting in Montreal, Canada",exclude,-14,1,2.234198,0.479861,yes,paper:arxiv:2606.13790 -> query:Q20 -> paper:doi:10.1029/2010wr009945,root_to_query -> query_hit,0.65 + 1.584198
539,doi:10.1145/265924.265925,Continuous profiling,exclude,-7,1,2.234198,0.479861,yes,paper:arxiv:2606.13790 -> query:Q19 -> paper:doi:10.1145/265924.265925,root_to_query -> query_hit,0.65 + 1.584198
540,doi:10.1007/s12080-022-00532-2,Effects of noise correlation and imperfect data sampling on indicators of critical slowing down,exclude,-6,1,2.234198,0.479861,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.1007/s12080-022-00532-2,root_to_query -> query_hit,0.65 + 1.584198
541,doi:10.1038/ncomms5232,Electrochemical dynamics of nanoscale metallic inclusions in dielectrics,exclude,-14,1,2.234198,0.479861,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.1038/ncomms5232,root_to_query -> query_hit,0.65 + 1.584198
542,doi:10.1016/s0013-7952(97)81916-3,Formation and collapse of metastable particle packings and open structures in loess deposits,exclude,-14,1,2.234198,0.479861,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:doi:10.1016/s0013-7952(97)81916-3,root_to_query -> query_hit,0.65 + 1.584198
543,doi:10.1198/073500102317351921,Macroeconomic Forecasting Using Diffusion Indexes,exclude,-6,1,2.234198,0.479861,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:doi:10.1198/073500102317351921,root_to_query -> query_hit,0.65 + 1.584198
544,doi:10.1038/s41467-023-43120-6,Robust mapping of spatiotemporal trajectories and cell–cell interactions in healthy and diseased tissues,exclude,-7,1,2.234198,0.479861,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.1038/s41467-023-43120-6,root_to_query -> query_hit,0.65 + 1.584198
545,arxiv:1701.06505,Unidirectional spin Hall magnetoresistance in topological insulator/ferromagnetic layer heterostructures,exclude,-11,1,2.234198,0.479861,yes,paper:arxiv:2606.13790 -> query:Q12 -> paper:arxiv:1701.06505,root_to_query -> query_hit,0.65 + 1.584198
546,doi:10.21105/joss.05021,flowMC: Normalizing flow enhanced sampling package forprobabilistic inference in JAX,exclude,-6,1,2.234198,0.479861,yes,paper:arxiv:2606.13790 -> query:Q18 -> paper:doi:10.21105/joss.05021,root_to_query -> query_hit,0.65 + 1.584198
547,doi:10.1007/s42985-021-00102-x,Solving high-dimensional Hamilton–Jacobi–Bellman PDEs using neural networks: perspectives from the theory of controlled diffusions and measures on path space,exclude,-2,1,2.247809,0.477712,yes,paper:arxiv:2606.13790 -> query:Q36 -> paper:doi:10.1007/s42985-021-00102-x,root_to_query -> query_hit,0.7 + 1.547809
548,doi:10.1371/journal.pone.0017806,A Topological Map of the Compartmentalized Arabidopsis thaliana Leaf Metabolome,exclude,-13,1,2.251222,0.477174,yes,paper:arxiv:2606.13790 -> query:Q12 -> paper:doi:10.1371/journal.pone.0017806,root_to_query -> query_hit,0.65 + 1.601222
549,doi:10.1111/j.1365-2966.2009.15812.x,Baryon acoustic oscillations in the Sloan Digital Sky Survey Data Release 7 galaxy sample,exclude,-6,1,2.251222,0.477174,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:doi:10.1111/j.1365-2966.2009.15812.x,root_to_query -> query_hit,0.65 + 1.601222
550,doi:10.1093/bioinformatics/btl485,COPASI—a COmplex PAthway SImulator,exclude,-6,1,2.251222,0.477174,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.1093/bioinformatics/btl485,root_to_query -> query_hit,0.65 + 1.601222
551,doi:10.3389/fnins.2017.00682,Conversion of Continuous-Valued Deep Networks to Efficient Event-Driven Networks for Image Classification,exclude,-14,1,2.251222,0.477174,yes,paper:arxiv:2606.13790 -> query:Q19 -> paper:doi:10.3389/fnins.2017.00682,root_to_query -> query_hit,0.65 + 1.601222
552,doi:10.1007/s11205-018-2025-x,"Flexible Working, Work–Life Balance, and Gender Equality: Introduction",exclude,-14,1,2.251222,0.477174,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.1007/s11205-018-2025-x,root_to_query -> query_hit,0.65 + 1.601222
553,doi:10.1162/neco.2009.09-07-615,Long-Range Out-of-Sample Properties of Autoregressive Neural Networks,exclude,-7,1,2.251222,0.477174,yes,paper:arxiv:2606.13790 -> query:Q20 -> paper:doi:10.1162/neco.2009.09-07-615,root_to_query -> query_hit,0.65 + 1.601222
554,doi:10.3389/fpsyg.2015.00309,"Problematic assumptions have slowed down depression research: why symptoms, not syndromes are the way forward",exclude,-7,1,2.251222,0.477174,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.3389/fpsyg.2015.00309,root_to_query -> query_hit,0.65 + 1.601222
555,doi:10.1029/jb094ib12p17917,The <sup>40</sup>Ar/<sup>39</sup>Ar thermochronometry for slowly cooled samples having a distribution of diffusion domain sizes,exclude,-6,1,2.251222,0.477174,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:doi:10.1029/jb094ib12p17917,root_to_query -> query_hit,0.65 + 1.601222
556,doi:10.1371/journal.pbio.0050077,The Sorcerer II Global Ocean Sampling Expedition: Northwest Atlantic through Eastern Tropical Pacific,exclude,-7,1,2.251222,0.477174,yes,paper:arxiv:2606.13790 -> query:Q21 -> paper:doi:10.1371/journal.pbio.0050077,root_to_query -> query_hit,0.65 + 1.601222
557,doi:10.1063/1.1664864,Frequency Spectrum and Momentum Autocorrelation Function for a Simple Lattice,exclude,-7,1,2.25322,0.47686,yes,paper:arxiv:2606.13790 -> query:Q34 -> paper:doi:10.1063/1.1664864,root_to_query -> query_hit,0.8 + 1.45322
558,doi:10.3390/risks9030049,Alleviating Class Imbalance in Actuarial Applications Using Generative Adversarial Networks,exclude,-4,1,2.26322,0.47529,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:doi:10.3390/risks9030049,root_to_query -> query_hit,0.85 + 1.41322
559,doi:10.22323/1.466.0040,Sampling SU(3) pure gauge theory with Stochastic Normalizing Flows,include,10,1,2.26755,0.574611,yes,paper:arxiv:2606.13790 -> query:Q21 -> paper:doi:10.22323/1.466.0040,root_to_query -> query_hit,0.65 + 1.61755
560,doi:10.1109/tits.2016.2643005,An Improved Fuzzy Neural Network for Traffic Speed Prediction Considering Periodic Characteristic,exclude,-7,1,2.26755,0.474611,yes,paper:arxiv:2606.13790 -> query:Q20 -> paper:doi:10.1109/tits.2016.2643005,root_to_query -> query_hit,0.65 + 1.61755
561,doi:10.1038/nature10902,"Ice-sheet collapse and sea-level rise at the Bølling warming 14,600 years ago",exclude,-14,1,2.26755,0.474611,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:doi:10.1038/nature10902,root_to_query -> query_hit,0.65 + 1.61755
562,doi:10.1016/s0304-4203(97)00099-6,"Measuring –NH4+ in marine, estuarine and fresh waters: An adaptation of the ammonia diffusion method for samples with low ammonium concentrations",exclude,-6,1,2.26755,0.474611,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:doi:10.1016/s0304-4203(97)00099-6,root_to_query -> query_hit,0.65 + 1.61755
563,doi:10.1016/s0002-9440(10)64849-3,Onset of Maternal Arterial Blood Flow and Placental Oxidative Stress,exclude,-7,1,2.26755,0.474611,yes,paper:arxiv:2606.13790 -> query:Q19 -> paper:doi:10.1016/s0002-9440(10)64849-3,root_to_query -> query_hit,0.65 + 1.61755
564,doi:10.1111/gcbb.12018,Production and characterization of slow pyrolysis biochar: influence of feedstock type and pyrolysis conditions,exclude,-7,1,2.26755,0.474611,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.1111/gcbb.12018,root_to_query -> query_hit,0.65 + 1.61755
565,doi:10.1016/j.ress.2023.109729,REIN: Reliability Estimation via Importance sampling with Normalizing flows,exclude,-5,1,2.26755,0.474611,yes,paper:arxiv:2606.13790 -> query:Q18 -> paper:doi:10.1016/j.ress.2023.109729,root_to_query -> query_hit,0.65 + 1.61755
566,doi:10.1007/s00221-007-0905-4,Regularity of center-of-pressure trajectories depends on the amount of attention invested in postural control,exclude,-6,1,2.26755,0.474611,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.1007/s00221-007-0905-4,root_to_query -> query_hit,0.65 + 1.61755
567,doi:10.1038/s41592-019-0686-2,SciPy 1.0: fundamental algorithms for scientific computing in Python,exclude,-14,1,2.26755,0.474611,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.1038/s41592-019-0686-2,root_to_query -> query_hit,0.65 + 1.61755
568,doi:10.1002/essoar.10500300.1,"The OPEnSampler: A Low-Cost, Low-Weight, Customizable and Modular Open Source 24-Unit Automatic Water Sampler",exclude,-5,1,2.279035,0.472817,yes,paper:arxiv:2606.13790 -> query:Q34 -> paper:doi:10.1002/essoar.10500300.1,root_to_query -> query_hit,0.8 + 1.479035
569,doi:10.1109/isbi53787.2023.10230524,Accelerating Diffusion Models Via Pre-Segmentation Diffusion Sampling for Medical Image Segmentation,exclude,-6,1,2.283239,0.472162,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:doi:10.1109/isbi53787.2023.10230524,root_to_query -> query_hit,0.65 + 1.633239
570,doi:10.1007/jhep03(2021)111,Large-N SU(N) Yang-Mills theories with milder topological freezing,exclude,-4,1,2.283239,0.472162,yes,paper:arxiv:2606.13790 -> query:Q12 -> paper:doi:10.1007/jhep03(2021)111,root_to_query -> query_hit,0.65 + 1.633239
571,doi:10.1364/oe.19.003044,Megahertz OCT for ultrawide-field retinal imaging with a 1050nm Fourier domain mode-locked laser,exclude,-6,1,2.283239,0.472162,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:doi:10.1364/oe.19.003044,root_to_query -> query_hit,0.65 + 1.633239
572,doi:10.1109/18.119735,Modeling and estimation of multiresolution stochastic processes,exclude,-6,1,2.283239,0.472162,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.1109/18.119735,root_to_query -> query_hit,0.65 + 1.633239
573,doi:10.1109/cvpr52688.2022.01117,RePaint: Inpainting using Denoising Diffusion Probabilistic Models,exclude,-6,1,2.283239,0.472162,yes,paper:arxiv:2606.13790 -> query:Q20 -> paper:doi:10.1109/cvpr52688.2022.01117,root_to_query -> query_hit,0.65 + 1.633239
574,doi:10.1162/002081897550384,The Critical Barrier to Civil War Settlement,exclude,-14,1,2.283239,0.472162,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.1162/002081897550384,root_to_query -> query_hit,0.65 + 1.633239
575,doi:10.1037/a0037702,The power of presence: The role of mindfulness at work for daily levels and change trajectories of psychological detachment and sleep quality.,exclude,-14,1,2.283239,0.472162,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.1037/a0037702,root_to_query -> query_hit,0.65 + 1.633239
576,doi:10.1029/2009wr008966,Spatial connectivity in a highly heterogeneous aquifer: From cores to preferential flow paths,exclude,-2,1,2.284198,0.472012,yes,paper:arxiv:2606.13790 -> query:Q36 -> paper:doi:10.1029/2009wr008966,root_to_query -> query_hit,0.7 + 1.584198
577,doi:10.1016/j.neucom.2024.128373,Generative diffusion models: A survey of current theoretical developments,exclude,-5,1,2.289035,0.47126,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:doi:10.1016/j.neucom.2024.128373,root_to_query -> query_hit,0.85 + 1.439035
578,doi:10.1029/2009jf001260,Stochastic modeling in sediment dynamics: Exner equation for planar bed incipient bed load transport conditions,exclude,-3,1,2.301222,0.46937,yes,paper:arxiv:2606.13790 -> query:Q36 -> paper:doi:10.1029/2009jf001260,root_to_query -> query_hit,0.7 + 1.601222
579,doi:10.1109/ccece.2010.5575167,Using autocorrelation coefficient-based cost functions in ESOP-based Toffoloi gate cascade generation,exclude,-14,1,2.303285,0.469051,yes,paper:arxiv:2606.13790 -> query:Q34 -> paper:doi:10.1109/ccece.2010.5575167,root_to_query -> query_hit,0.8 + 1.503285
580,doi:10.1103/physrevx.13.041004,Effective Dynamics of Generative Adversarial Networks,exclude,-4,1,2.313285,0.467506,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:doi:10.1103/physrevx.13.041004,root_to_query -> query_hit,0.85 + 1.463285
581,doi:10.1186/1752-0509-4-21,Parameter estimation and inference for stochastic reaction-diffusion systems: application to morphogenesis in D. melanogaster,exclude,-4,1,2.31755,0.466849,yes,paper:arxiv:2606.13790 -> query:Q36 -> paper:doi:10.1186/1752-0509-4-21,root_to_query -> query_hit,0.7 + 1.61755
582,doi:10.1109/78.285651,Exact ARMA lattice predictors from autocorrelation functions,exclude,-7,1,2.326149,0.465527,yes,paper:arxiv:2606.13790 -> query:Q34 -> paper:doi:10.1109/78.285651,root_to_query -> query_hit,0.8 + 1.526149
583,arxiv:2308.05384,Enhancing Deep Reinforcement Learning: A Tutorial on Generative Diffusion Models in Network Optimization,exclude,-2,1,2.336149,0.463995,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:arxiv:2308.05384,root_to_query -> query_hit,0.85 + 1.486149
584,doi:10.1103/physreva.41.706,Autocorrelation functions for discrete random walks on disordered lattice,exclude,-7,1,2.347776,0.462219,yes,paper:arxiv:2606.13790 -> query:Q34 -> paper:doi:10.1103/physreva.41.706,root_to_query -> query_hit,0.8 + 1.547776
585,doi:10.1016/j.neuroimage.2020.116839,The Bayesian Virtual Epileptic Patient: A probabilistic framework designed to infer the spatial map of epileptogenicity in a personalized large-scale brain model of epilepsy spread,exclude,-5,1,2.357776,0.460698,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:doi:10.1016/j.neuroimage.2020.116839,root_to_query -> query_hit,0.85 + 1.507776
586,doi:10.1016/j.ohx.2025.e00693,Programmable automated low-cost IoT water sampler,exclude,-7,1,2.368293,0.459103,yes,paper:arxiv:2606.13790 -> query:Q34 -> paper:doi:10.1016/j.ohx.2025.e00693,root_to_query -> query_hit,0.8 + 1.568293
587,arxiv:2308.14328,Reinforcement Learning for Generative AI: A Survey,exclude,-3,1,2.378293,0.457592,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:arxiv:2308.14328,root_to_query -> query_hit,0.85 + 1.528293
588,doi:10.13031/2013.10407,A Low-Cost Composite Water Sampler for Drip and Stream Flow,exclude,-6,1,2.387809,0.456159,yes,paper:arxiv:2606.13790 -> query:Q34 -> paper:doi:10.13031/2013.10407,root_to_query -> query_hit,0.8 + 1.587809
589,doi:10.1155/int/9987535,A Review of Deepfake and Its Detection: From Generative Adversarial Networks to Diffusion Models,exclude,-5,1,2.397809,0.454657,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:doi:10.1155/int/9987535,root_to_query -> query_hit,0.85 + 1.547809
590,doi:10.1108/ftinr-06-2025-0109,Recommendation with generative models,exclude,-4,1,2.416417,0.451877,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:doi:10.1108/ftinr-06-2025-0109,root_to_query -> query_hit,0.85 + 1.566417
591,arxiv:2201.08770,Generalization Metrics for Practical Quantum Advantage in Generative Models,exclude,-2,1,2.451222,0.446722,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:arxiv:2201.08770,root_to_query -> query_hit,0.85 + 1.601222
592,doi:10.18653/v1/p18-1094,Adversarial Contrastive Estimation,exclude,-5,1,2.46755,0.444325,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:doi:10.18653/v1/p18-1094,root_to_query -> query_hit,0.85 + 1.61755
593,title:the infinite mixture of infinite gaussian mixtures,The Infinite Mixture of Infinite Gaussian Mixtures,exclude,-5,1,2.483239,0.442033,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:title:the infinite mixture of infinite gaussian mixtures,root_to_query -> query_hit,0.85 + 1.633239
