node_id,node_type,label,decision,facets,source
paper:doi:10.1002/cssc.202301284,paper,Revolutionizing Solid‐State NASICON Sodium Batteries: Enhanced Ionic Conductivity Estimation through Multivariate Experimental Parameters Leveraging Machine Learning,exclude,author,https://doi.org/10.1002/cssc.202301284
author:yuyao_zhang,author,Yuyao Zhang,,,
author:tingjie_zhan,author,Tingjie Zhan,,,
author:yang_sun,author,Yang Sun,,,
author:lun_lu,author,Lun Lu,,,
author:baoliang_chen,author,Baoliang Chen,,,
paper:doi:10.1016/j.jbc.2023.105416,paper,SLC3A2 N-glycosylation and Golgi remodeling regulate SLC7A amino acid exchangers and stress mitigation,exclude,author,https://doi.org/10.1016/j.jbc.2023.105416
author:cunjie_zhang,author,Cunjie Zhang,,,
author:massiullah_shafaq_zadah,author,Massiullah Shafaq‐Zadah,,,
author:judy_pawling,author,Judy Pawling,,,
author:geoffrey_g_hesketh,author,Geoffrey G. Hesketh,,,
author:estelle_dransart,author,Estelle Dransart,,,
author:karina_pacholczyk,author,Karina Pacholczyk,,,
author:joseph_longo,author,Joseph Longo,,,
author:anne_claude_gingras,author,Anne‐Claude Gingras,,,
author:linda_z_penn,author,Linda Z. Penn,,,
author:ludger_johannes,author,Ludger Johannes,,,
author:james_w_dennis,author,James W. Dennis,,,
paper:doi:10.1109/access.2014.2302442,paper,Sampling-Based Robot Motion Planning: A Review,exclude,identity,https://doi.org/10.1109/access.2014.2302442
author:mohamed_elbanhawi,author,Mohamed Elbanhawi,,,
author:milan_simi,author,Milan Simić,,,
paper:doi:10.1145/3696208,paper,Scabbard: An Exploratory Study on Hardware Aware Design Choices of Learning with Rounding-based Key Encapsulation Mechanisms,exclude,author,https://doi.org/10.1145/3696208
author:quinten_norga,author,Quinten Norga,,,
author:s_gangopadhyay,author,S Gangopadhyay,,,
author:jose_maria_bermudo_mera,author,Jose Maria Bermudo Mera,,,
paper:doi:10.1214/13-aap982,paper,Spectral gaps for a Metropolis–Hastings algorithm in infinite dimensions,exclude,correction,https://doi.org/10.1214/13-aap982
author:martin_hairer,author,Martin Hairer,,,
author:andrew_m_stuart,author,Andrew M. Stuart,,,
author:sebastian_j_vollmer,author,Sebastian J. Vollmer,,,
paper:doi:10.46586/tches.v2018.i3.372-393,paper,Standard Lattice-Based Key Encapsulation on Embedded Devices,exclude,author,https://doi.org/10.46586/tches.v2018.i3.372-393
author:james_howe,author,James Howe,,,
author:tobias_oder,author,Tobias Oder,,,
author:markus_krausz,author,Markus Krausz,,,
author:tim_g_neysu,author,Tim Güneysu,,,
paper:doi:10.1016/j.neuroimage.2020.116839,paper,The Bayesian Virtual Epileptic Patient: A probabilistic framework designed to infer the spatial map of epileptogenicity in a personalized large-scale brain model of epilepsy spread,exclude,failure,https://doi.org/10.1016/j.neuroimage.2020.116839
author:meysam_hashemi,author,Meysam Hashemi,,,
author:anirudh_nihalani_vattikonda,author,Anirudh Nihalani Vattikonda,,,
author:v_sip,author,V. Sip,,,
author:maxime_guye,author,Maxime Guye,,,
author:fabrice_bartolom_i,author,Fabrice Bartoloméi,,,
author:marmaduke_woodman,author,Marmaduke Woodman,,,
author:viktor_jirsa,author,Viktor Jirsa,,,
paper:title:the infinite mixture of infinite gaussian mixtures,paper,The Infinite Mixture of Infinite Gaussian Mixtures,exclude,failure,http://hdl.handle.net/1805/7865
author:halid_ziya_yerebakan,author,Halid Ziya Yerebakan,,,
author:bartek_rajwa,author,Bartek Rajwa,,,
author:murat_d_ndar,author,Murat Dündar,,,
paper:doi:10.1002/essoar.10500300.1,paper,"The OPEnSampler: A Low-Cost, Low-Weight, Customizable and Modular Open Source 24-Unit Automatic Water Sampler",exclude,evaluation,https://doi.org/10.1002/essoar.10500300.1
author:mitchell_nelke,author,mitchell nelke,,,
author:john_selker,author,John Selker,,,
author:chet_udell,author,Chet Udell,,,
paper:doi:10.1002/mrm.20033,paper,The effect of gradient sampling schemes on measures derived from diffusion tensor MRI: A Monte Carlo study†,exclude,adjacent_method,https://doi.org/10.1002/mrm.20033
author:derek_k_jones,author,Derek K. Jones,,,
paper:doi:10.1002/ana.410330109,paper,The trigeminovascular system and migraine: Studies characterizing cerebrovascular and neuropeptide changes seen in humans and cats,exclude,adjacent_method,https://doi.org/10.1002/ana.410330109
author:peter_j_goadsby,author,Peter J. Goadsby,,,
author:lars_edvinsson,author,Lars Edvinsson,,,
paper:doi:10.1609/aaai.v33i01.3301922,paper,Attention Based Spatial-Temporal Graph Convolutional Networks for Traffic Flow Forecasting,exclude,adjacent_method,https://doi.org/10.1609/aaai.v33i01.3301922
author:shengnan_guo,author,Shengnan Guo,,,
author:youfang_lin,author,Youfang Lin,,,
author:ning_feng,author,Ning Feng,,,
author:chao_song,author,Chao Song,,,
author:huaiyu_wan,author,Huaiyu Wan,,,
paper:doi:10.1002/1097-0231(20000630)14:12<1044::aid-rcm987>3.0.co;2-3,paper,"A simple, practical methodology for routine VSMOW/SLAP normalization of water samples analyzed by continuous flow methods",exclude,adjacent_method,https://doi.org/10.1002/1097-0231(20000630)14:12<1044::aid-rcm987>3.0.co;2-3
author:stephen_t_nelson,author,Stephen T. Nelson,,,
paper:doi:10.1145/311535.311576,paper,Implicit fairing of irregular meshes using diffusion and curvature flow,exclude,adjacent_method,https://doi.org/10.1145/311535.311576
author:mathieu_desbrun,author,Mathieu Desbrun,,,
author:mark_meyer,author,Mark Meyer,,,
author:peter_schr_der,author,Peter Schröder,,,
author:alan_h_barr,author,Alan H. Barr,,,
paper:doi:10.3115/1219840.1219885,paper,Incorporating non-local information into information extraction systems by Gibbs sampling,exclude,adjacent_method,https://doi.org/10.3115/1219840.1219885
author:jenny_rose_finkel,author,Jenny Rose Finkel,,,
author:trond_grenager,author,Trond Grenager,,,
author:christopher_d_manning,author,Christopher D. Manning,,,
paper:doi:10.1214/aos/1056562461,paper,Slice sampling,exclude,correction;failure,https://doi.org/10.1214/aos/1056562461
author:radford_m_neal,author,Radford M. Neal,,,
paper:doi:10.3386/w10780,paper,"When it Rains, it Pours: Procyclical Capital Flows and Macroeconomic Policies",exclude,adjacent_method,https://doi.org/10.3386/w10780
author:graciela_kaminsky,author,Graciela Kaminsky,,,
author:carmen_reinhart,author,Carmen Reinhart,,,
author:carlos_v_gh,author,Carlos Végh,,,
paper:title:3d steerable cnns learning rotationally equivariant features in volumetric data,paper,3D steerable CNNs: learning rotationally equivariant features in volumetric data,exclude,extension,https://handle.uba.uva.nl/personal/pure/en/publications/3d-steerable-cnns-learning-rotationally-equivariant-features-in-volumetric-data(6749c2ec-a9cc-4a55-b5ae-7664dd705082).html
author:maurice_weiler,author,Maurice Weiler,,,
author:mario_geiger,author,Mario Geiger,,,
author:wouter_boomsma,author,Wouter Boomsma,,,
author:taco_cohen,author,Taco Cohen,,,
paper:doi:10.13031/2013.10407,paper,A Low-Cost Composite Water Sampler for Drip and Stream Flow,exclude,evaluation,https://doi.org/10.13031/2013.10407
author:r_w_malone,author,R. W. Malone,,,
author:j_v_bonta,author,J. V. Bonta,,,
author:d_lightell,author,D. Lightell,,,
paper:doi:10.1175/2008jas2677.1,paper,A Spectral Stochastic Kinetic Energy Backscatter Scheme and Its Impact on Flow-Dependent Predictability in the ECMWF Ensemble Prediction System,exclude,adjacent_method,https://doi.org/10.1175/2008jas2677.1
author:judith_berner,author,Judith Berner,,,
author:g_j_shutts,author,G. J. Shutts,,,
author:martin_leutbecher,author,Martin Leutbecher,,,
author:t_n_palmer,author,T. N. Palmer,,,
paper:doi:10.1145/3581783.3611943,paper,A Tale of Two Graphs: Freezing and Denoising Graph Structures for Multimodal Recommendation,exclude,failure,https://doi.org/10.1145/3581783.3611943
author:xin_zhou,author,Xin Zhou,,,
author:zhiqi_shen,author,Zhiqi Shen,,,
paper:doi:10.1016/j.trd.2017.04.035,paper,A stochastic flow-capturing model to optimize the location of fast-charging stations with uncertain electric vehicle flows,exclude,adjacent_method,https://doi.org/10.1016/j.trd.2017.04.035
author:fei_wu,author,Fei Wu,,,
author:ramteen_sioshansi,author,Ramteen Sioshansi,,,
paper:doi:10.1109/isbi53787.2023.10230524,paper,Accelerating Diffusion Models Via Pre-Segmentation Diffusion Sampling for Medical Image Segmentation,exclude,adjacent_method,https://doi.org/10.1109/isbi53787.2023.10230524
author:xutao_guo,author,Xutao Guo,,,
author:yanwu_yang,author,Yanwu Yang,,,
author:chenfei_ye,author,Chenfei Ye,,,
author:shang_lu,author,Shang Lu,,,
author:bo_peng,author,Bo Peng,,,
author:hua_huang,author,Hua Huang,,,
author:yang_xiang,author,Yang Xiang,,,
author:ting_ma,author,Ting Ma,,,
paper:doi:10.1214/aos/1030563990,paper,Algebraic algorithms for sampling from conditional distributions,exclude,correction,https://doi.org/10.1214/aos/1030563990
author:persi_diaconis,author,Persi Diaconis,,,
author:bernd_sturmfels,author,Bernd Sturmfels,,,
paper:doi:10.1214/aoap/1019487508,paper,Analysis of a nonreversible Markov chain sampler,exclude,identity,https://doi.org/10.1214/aoap/1019487508
author:susan_holmes,author,Susan Holmes,,,
paper:doi:10.4310/atmp.1998.v2.n2.a2,paper,Anti de Sitter space and holography,exclude,objective,https://doi.org/10.4310/atmp.1998.v2.n2.a2
paper:doi:10.1111/j.1365-2966.2009.15812.x,paper,Baryon acoustic oscillations in the Sloan Digital Sky Survey Data Release 7 galaxy sample,exclude,failure,https://doi.org/10.1111/j.1365-2966.2009.15812.x
author:will_j_percival,author,Will J. Percival,,,
author:beth_reid,author,Beth Reid,,,
author:daniel_j_eisenstein,author,Daniel J. Eisenstein,,,
author:neta_a_bahcall,author,Neta A. Bahcall,,,
author:tam_s_budav_ri,author,Tamás Budavári,,,
author:joshua_a_frieman,author,Joshua A. Frieman,,,
author:m_fukugita,author,M. Fukugita,,,
author:james_e_gunn,author,James E. Gunn,,,
author:eljko_ivezi,author,Željko Ivezić,,,
author:g_r_knapp,author,G. R. Knapp,,,
author:richard_g_kron,author,Richard G. Kron,,,
author:j_loveday,author,J. Loveday,,,
author:robert_h_lupton,author,Robert H. Lupton,,,
author:timothy_a_mckay,author,Timothy A. McKay,,,
author:avery_meiksin,author,Avery Meiksin,,,
author:robert_c_nichol,author,Robert C. Nichol,,,
author:adrian_pope,author,Adrian Pope,,,
author:david_j_schlegel,author,David J. Schlegel,,,
author:donald_p_schneider,author,Donald P. Schneider,,,
author:david_n_spergel,author,David N. Spergel,,,
author:chris_stoughton,author,Chris Stoughton,,,
author:michael_a_strauss,author,Michael A. Strauss,,,
author:alexander_s_szalay,author,Alexander S. Szalay,,,
author:max_tegmark,author,Max Tegmark,,,
author:michael_s_vogeley,author,Michael S. Vogeley,,,
author:david_h_weinberg,author,David H. Weinberg,,,
author:donald_g_york,author,Donald G. York,,,
author:idit_zehavi,author,Idit Zehavi,,,
paper:doi:10.1093/bioinformatics/btl485,paper,COPASI—a COmplex PAthway SImulator,exclude,mechanism,https://doi.org/10.1093/bioinformatics/btl485
author:stefan_hoops,author,Stefan Hoops,,,
author:sven_sahle,author,Sven Sahle,,,
author:ralph_gauges,author,Ralph Gauges,,,
author:christine_lee,author,Christine Lee,,,
author:j_rgen_pahle,author,Jürgen Pahle,,,
author:natalia_simus,author,Natalia Simus,,,
author:mudita_singhal,author,Mudita Singhal,,,
author:liang_xu,author,Liang Xu,,,
author:pedro_mendes,author,Pedro Mendes,,,
author:ursula_kummer,author,Ursula Kummer,,,
paper:doi:10.1063/5.0197592,paper,CREST—A program for the exploration of low-energy molecular chemical space,exclude,objective,https://doi.org/10.1063/5.0197592
author:philipp_pracht,author,Philipp Pracht,,,
author:stefan_grimme,author,Stefan Grimme,,,
author:christoph_bannwarth,author,Christoph Bannwarth,,,
author:fabian_bohle,author,Fabian Bohle,,,
author:sebastian_ehlert,author,Sebastian Ehlert,,,
author:gereon_feldmann,author,Gereon Feldmann,,,
author:johannes_gorges,author,Johannes Gorges,,,
author:marcel_m_ller,author,Marcel Müller,,,
author:tim_stauch,author,Tim Stauch,,,
author:christoph_plett,author,Christoph Plett,,,
author:sebastian_spicher,author,Sebastian Spicher,,,
author:pit_steinbach,author,Pit Steinbach,,,
author:patryk_a_weso_owski,author,Patryk A. Wesołowski,,,
author:felix_zeller,author,Felix Zeller,,,
paper:doi:10.1029/2008wr006912,paper,"Catchments as simple dynamical systems: Catchment characterization, rainfall‐runoff modeling, and doing hydrology backward",exclude,mechanism,https://doi.org/10.1029/2008wr006912
author:james_w_kirchner,author,James W. Kirchner,,,
paper:doi:10.1287/mnsc.17.4.b141,paper,Decision-Making in a Fuzzy Environment,exclude,adjacent_method,https://doi.org/10.1287/mnsc.17.4.b141
author:richard_bellman,author,Richard Bellman,,,
author:l_a_zadeh,author,L. A. Zadeh,,,
paper:doi:10.1142/9789811209703_0012,paper,Dirac Lattice Path Integral,exclude,identity,https://doi.org/10.1142/9789811209703_0012
paper:doi:10.1111/j.1365-2664.2009.01737.x,paper,Distance software: design and analysis of distance sampling surveys for estimating population size,exclude,failure,https://doi.org/10.1111/j.1365-2664.2009.01737.x
author:s_t_buckland,author,S. T. Buckland,,,
author:eric_a_rexstad,author,Eric A. Rexstad,,,
author:jeff_laake,author,Jeff Laake,,,
author:samantha_strindberg,author,Samantha Strindberg,,,
author:sharon_l_hedley,author,Sharon L. Hedley,,,
author:jonathan_bishop,author,Jonathan Bishop,,,
author:tiago_a_marques,author,Tiago A. Marques,,,
author:kenneth_p_burnham,author,Kenneth P. Burnham,,,
paper:doi:10.1007/s12080-022-00532-2,paper,Effects of noise correlation and imperfect data sampling on indicators of critical slowing down,exclude,failure,https://doi.org/10.1007/s12080-022-00532-2
author:taranjot_kaur,author,Taranjot Kaur,,,
author:partha_sharathi_dutta,author,Partha Sharathi Dutta,,,
paper:doi:10.1021/ja00181a020,paper,Enhanced sampling in molecular dynamics: use of the time-dependent Hartree approximation for a simulation of carbon monoxide diffusion through myoglobin,exclude,adjacent_method,https://doi.org/10.1021/ja00181a020
author:ron_elber,author,Ron Elber,,,
paper:doi:10.1007/978-3-642-57886-1_8,paper,Field Theory on a Lattice,exclude,identity,https://doi.org/10.1007/978-3-642-57886-1_8
author:gert_roepstorff,author,Gert Roepstorff,,,
paper:doi:10.1063/1.2432340,paper,From A to B in free energy space,exclude,objective,https://doi.org/10.1063/1.2432340
author:davide_branduardi,author,Davide Branduardi,,,
author:francesco_luigi_gervasio,author,Francesco Luigi Gervasio,,,
author:michele_parrinello,author,Michele Parrinello,,,
paper:title:gauge equivariant convolutional networks and the icosahedral cnn,paper,Gauge Equivariant Convolutional Networks and the Icosahedral CNN,exclude,extension,https://handle.uba.uva.nl/personal/pure/en/publications/gauge-equivariant-convolutional-networks-and-the-icosahedral-cnn(f5757ac8-3af2-4eda-9e5d-5ccd859e113c).html
author:berkay_kicanaoglu,author,Berkay Kicanaoglu,,,
paper:doi:10.1007/s10462-023-10502-7,paper,Geometric deep learning and equivariant neural networks,exclude,extension,https://doi.org/10.1007/s10462-023-10502-7
author:jan_e_gerken,author,Jan E. Gerken,,,
author:jimmy_aronsson,author,Jimmy Aronsson,,,
author:oscar_carlsson,author,Oscar Carlsson,,,
author:hampus_linander,author,Hampus Linander,,,
author:fredrik_ohlsson,author,Fredrik Ohlsson,,,
author:christoffer_petersson,author,Christoffer Petersson,,,
author:daniel_persson,author,Daniel Persson,,,
paper:doi:10.1016/j.cviu.2021.103314,paper,HSGAN: Reducing mode collapse in GANs by the latent code distance of homogeneous samples,exclude,failure,https://doi.org/10.1016/j.cviu.2021.103314
author:simin_yu,author,Simin Yu,,,
author:kuntian_zhang,author,Kuntian Zhang,,,
author:chuan_xiao,author,Chuan Xiao,,,
author:joshua_zhexue_huang,author,Joshua Zhexue Huang,,,
author:mark_junjie_li,author,Mark Junjie Li,,,
author:makoto_onizuka,author,Makoto Onizuka,,,
paper:doi:10.1103/physrevlett.120.177401,paper,High-Harmonic Generation in Solids with and without Topological Edge States,exclude,failure,https://doi.org/10.1103/physrevlett.120.177401
author:d_bauer,author,D. Bauer,,,
author:kenneth_k_hansen,author,Kenneth K. Hansen,,,
paper:doi:10.1287/mnsc.36.2.123,paper,Information Technology Implementation Research: A Technological Diffusion Approach,exclude,adjacent_method,https://doi.org/10.1287/mnsc.36.2.123
author:randolph_b_cooper,author,Randolph B. Cooper,,,
author:robert_w_zmud,author,Robert W. Zmud,,,
paper:doi:10.22323/1.251.0282,paper,Lefschetz-thimble path integral for solving the mean-field sign problem,exclude,identity,https://doi.org/10.22323/1.251.0282
author:yuya_tanizaki,author,Yuya Tanizaki,,,
author:hiromichi_nishimura,author,Hiromichi Nishimura,,,
author:kouji_kashiwa,author,Kouji Kashiwa,,,
paper:doi:10.1198/073500102317351921,paper,Macroeconomic Forecasting Using Diffusion Indexes,exclude,adjacent_method,https://doi.org/10.1198/073500102317351921
author:james_h_stock,author,James H. Stock,,,
author:mark_w_watson,author,Mark W. Watson,,,
paper:doi:10.1038/npjqi.2015.1,paper,Majorana zero modes and topological quantum computation,exclude,failure,https://doi.org/10.1038/npjqi.2015.1
author:s_das_sarma,author,S. Das Sarma,,,
author:michael_freedman,author,Michael Freedman,,,
author:chetan_nayak,author,Chetan Nayak,,,
paper:doi:10.1016/s0304-4203(97)00099-6,paper,"Measuring –NH4+ in marine, estuarine and fresh waters: An adaptation of the ammonia diffusion method for samples with low ammonium concentrations",exclude,adjacent_method,https://doi.org/10.1016/s0304-4203(97)00099-6
author:r_m_holmes,author,R. M. Holmes,,,
author:j_w_mcclelland,author,J. W. McClelland,,,
author:daniel_m_sigman,author,Daniel M. Sigman,,,
author:brian_fry,author,Brian Fry,,,
author:b_j_peterson,author,B. J. Peterson,,,
paper:doi:10.1364/oe.19.003044,paper,Megahertz OCT for ultrawide-field retinal imaging with a 1050nm Fourier domain mode-locked laser,exclude,failure,https://doi.org/10.1364/oe.19.003044
author:thomas_klein,author,Thomas Klein,,,
author:wolfgang_wieser,author,Wolfgang Wieser,,,
